Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0dRRv81hXsx3hhVZOorD0y,Темная ночь,Песни Великой Победы,Mark Bernes,2024-05-06,175480,35,false,,2025-08-01T05:11:06Z,,Digital Project,0.426,0.257,7,-15.88,1,0.044,0.939,0.0000202,0.109,0.423,112.243,4
spotify:track:427rOszWsnCmSHfZp4Xhzn,Miss Me - Slowed + Reverb,Miss Me (Slowed + Reverb),trxndsetter;svmy,2025-03-28,187663,69,true,,2025-07-30T15:52:18Z,,EVO79,0.707,0.456,1,-9.021,1,0.0641,0.037,0,0.208,0.525,113.218,4
spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Please Please Please,Sabrina Carpenter,2024-06-06,186365,80,true,,2025-07-30T12:27:08Z,pop,Island Records,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Espresso,Sabrina Carpenter,2024-04-12,175459,86,true,,2025-07-30T12:27:06Z,pop,Island Records,0.701,0.76,0,-5.478,1,0.0285,0.107,0.0000654,0.185,0.69,103.969,4
spotify:track:1Upvn947hYjd7VTQghwOHM,Deja Vu,Deja Vu,Naïka,2019-08-02,186000,61,false,,2025-07-30T02:39:47Z,"kompa,zouk",Vertigo Berlin,0.695,0.585,2,-5.872,0,0.108,0.677,0.000151,0.106,0.712,173.932,4
spotify:track:21FtcQxoIjxdiqCRxnLAdK,"Belle, Belle!","Belle, Belle!",Naïka,2021-09-17,206386,55,false,,2025-07-30T02:15:01Z,"kompa,zouk",Naïka Music,0.533,0.567,9,-8.347,0,0.333,0.361,0.00147,0.194,0.804,96.464,4
spotify:track:1gDKjutKc25dm5VZKNq79W,For Gerard,"Lost in Paradïse, Pt. 2",Naïka,2021-06-25,203023,55,false,,2025-07-30T01:58:13Z,"kompa,zouk",Naïka Music,0.742,0.55,5,-8.352,0,0.139,0.419,0.0279,0.163,0.816,167.888,4
spotify:track:4zVVvZIJSf4QjQYxXj95vp,Sauce,"Lost in Paradïse, Pt. 2",Naïka,2021-06-25,126583,28,true,,2025-07-29T03:50:00Z,"kompa,zouk",Naïka Music,0.864,0.669,11,-5.827,0,0.154,0.229,0.00087,0.0796,0.663,127.002,4
spotify:track:7nFJSfGvvV0WjatTZN6QYi,Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano;Aitch;BIA,2022-09-22,203255,60,true,,2025-07-29T02:04:27Z,"german hip hop,grime,uk grime,uk drill,drill",URBAN,0.805,0.792,9,-5.795,1,0.347,0.124,0,0.123,0.852,137.982,4
spotify:track:3FijoNKGof7pCn7oddecOQ,Test & Recognise - Flume Re-work,Test & Recognise (Remixes),Seekae;Flume,2014-08-14,303660,64,false,,2025-07-29T02:00:08Z,future bass,Future Classic,0.543,0.581,8,-8.532,1,0.0711,0.193,0.0000161,0.117,0.299,109.769,4
spotify:track:064wRZsHDLuoCJYw65gh7N,Like a Tattoo,The Best of Sade,Sade,1994-10-31,218426,66,false,,2025-07-29T01:33:07Z,,Epic,0.528,0.146,5,-16.667,0,0.0314,0.909,0.000504,0.0955,0.146,136.2,4
spotify:track:3ptVro4saZIK2M6J8fIoEg,Khatfoony,Ebtadena,Amr Diab;Orange;Jana Diab,2025-07-03,257479,66,false,,2025-07-29T01:31:31Z,"egyptian pop,khaleeji",Sony Music Entertainment,0.74,0.941,0,-3.511,1,0.0346,0.142,0.00123,0.267,0.969,136.775,4
spotify:track:4ZXyPNr79hrUoPWNXXRhQB,Ma Chérie,"Lost in Paradïse, Pt. 2",Naïka,2021-06-25,207062,62,false,,2025-07-29T01:31:19Z,"kompa,zouk",Naïka Music,0.682,0.563,4,-8.758,0,0.0721,0.598,0,0.117,0.266,94.025,4
spotify:track:3WID8m6M9eEQ1w1k486vMc,1+1,1+1,Naïka,2023-09-01,216844,65,false,,2025-07-29T01:31:15Z,"kompa,zouk",Naïka Music,0.718,0.79,1,-5.229,1,0.0857,0.351,0.00222,0.15,0.525,103.057,4
spotify:track:6LH1KKXEw1K8UEKMK75qyz,6:45,6:45,Naïka,2024-02-09,202134,67,true,,2025-07-29T01:31:10Z,"kompa,zouk",Naïka Music,0.609,0.715,7,-4.374,0,0.26,0.465,0.00132,0.093,0.677,108.847,3
spotify:track:22I9OYOLQPVQOZpr3daoaz,WAZIRA / وزيرة,Love Letters / رسائل حب,Saint Levant,2025-02-14,164000,61,false,,2025-07-29T01:30:54Z,arabic hip hop,Saint Levant,0.693,0.784,0,-6.239,0,0.0391,0.0332,0.00000472,0.163,0.731,119.974,4
spotify:track:3vZ3ngEbunTiK4fOVKyzYD,KALAMANTINA / كلمنتينا,Love Letters / رسائل حب,Saint Levant;Marwan Moussa,2025-02-14,206872,71,false,,2025-07-26T21:42:57Z,"arabic hip hop,egyptian hip hop,egyptian pop,mahraganat",Saint Levant,0.879,0.626,1,-8.243,0,0.0528,0.257,0.0087,0.0933,0.822,114.99,4
spotify:track:3D5F5sKLXqnacWP6cIlKuM,Da Solo,Da Solo,One ZizO,2025-07-20,178333,20,true,,2025-07-26T04:59:25Z,"egyptian hip hop,arabic hip hop",One Zizo,0.665,0.842,2,-4.652,1,0.396,0.599,0,0.343,0.84,143.913,4
spotify:track:2Txff3A5yH8QCN1tWoeZwe,YAMMAH,الرجل الذي فقد قلبه,Marwan Moussa;Afroto;El Waili,2025-05-05,161181,55,false,,2025-07-24T22:54:10Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.626,0.531,10,-12.818,0,0.0781,0.818,0.106,0.147,0.185,110.023,4
spotify:track:2JC0wQp9gReNOxKKd75kzh,HANET (Outro),آخر قطعة فنية,Marwan Pablo,2023-11-27,130000,40,false,,2025-07-24T22:46:39Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.514,0.414,0,-9.249,0,0.0309,0.527,0.00343,0.112,0.0377,99.91,4
spotify:track:6ksjfmHFIi8u9iQclfyr0D,Dawly,Dawly,El Waili;Moscow,2022-04-27,196206,38,false,,2025-07-24T20:53:12Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",WRST Distribution,0.858,0.504,3,-8.505,0,0.261,0.427,0.0000455,0.0808,0.36,99.987,4
spotify:track:5Gcnei7oaeLGPNBbrVDjIo,Sindbad (Red Bull Symphonic),Red Bull Symphonic,Marwan Pablo,2025-01-23,228306,31,true,,2025-07-24T20:41:50Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.359,0.93,11,-6.696,1,0.0865,0.047,0.289,0.844,0.206,133.183,4
spotify:track:4y5cWLlxJzEumBAdGzdY5s,Lelly Yah,آخر قطعة فنية,Marwan Pablo,2023-11-27,188118,59,true,,2025-07-24T19:15:46Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.776,0.633,10,-6.448,0,0.0928,0.165,0,0.205,0.388,119.962,4
spotify:track:0ZGmHDAUSgGV5mCUbtYFe7,Matafetch,آخر قطعة فنية,Marwan Pablo,2023-11-27,156415,58,false,,2025-07-23T18:15:38Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.596,0.694,6,-7.461,0,0.0345,0.134,0,0.105,0.27,160.003,4
spotify:track:6m8vcn1JPflk8xBoFsaPDP,El Mabda2,آخر قطعة فنية,Marwan Pablo,2023-11-27,158586,62,false,,2025-07-23T17:33:18Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.797,0.614,9,-6.05,1,0.0616,0.379,0,0.122,0.363,111.989,4
spotify:track:5BTZSG989vO5PR8El2kMqW,take it from the starz - Slowed & reverb,take it from the starz,Roman Nasenmensch;domi4wave,2024-08-22,110000,67,false,,2025-07-15T08:10:47Z,,broke,0.43,0.621,0,-7.143,0,0.0306,0.162,0.459,0.201,0.077,123.546,3
spotify:track:6M3I9HkUaMaqXv9fila3mG,Tak Tak Funk - Slowed,Tak Tak Funk (Remixes),chipbagov;SCARIONIX;IMMORTAL PLAYA,2024-08-23,93187,64,false,,2025-07-14T00:19:04Z,"phonk,drift phonk,brazilian phonk",chipbagov,0.688,0.704,1,-10.038,1,0.111,0.0995,0.735,0.233,0.4,105.705,4
spotify:track:4gjg9hB5q4xWjJ9EelppL2,Funk Da Montanha - Super Slowed,Funk Da Montanha,chipbagov;SCARIONIX;IMMORTAL PLAYA,2025-01-24,107216,61,false,,2025-07-14T00:19:03Z,"phonk,drift phonk,brazilian phonk",RR MUSIC MEDIA,0.668,0.341,2,-15.384,1,0.0323,0.754,0.815,0.097,0.324,90.681,4
spotify:track:3Nmka6ycOZm2jiHyCJCjcc,Rio,Florida,Marwan Moussa;Stormy,2021-01-01,195748,0,false,,2025-07-12T21:49:21Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat,moroccan rap,moroccan pop",The Basement Records,0.873,0.57,9,-10.571,0,0.166,0.0567,0,0.0934,0.534,118.999,4
spotify:track:7CIby3R5BarsrmPbZORfrY,عفاريت,عفاريت,DizzyTooSkinny;Omar Keif,2022-06-23,198768,43,false,,2025-07-08T19:23:14Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",DizzyTooSkinny,0.624,0.553,11,-7.485,1,0.0807,0.131,0,0.18,0.292,119.918,4
spotify:track:3jxcV2HXD3wjnQjAi2LEta,Msh 3aref Aseeb,Hal Mn Mazeed? (Disc 1),Karim Enzo;Rafiek,2025-01-22,155481,10,false,,2025-07-02T15:38:32Z,"egyptian hip hop,arabic hip hop,egyptian pop",The Basement Records,0.363,0.524,1,-11.141,1,0.0483,0.0882,0.0000919,0.127,0.0558,173.744,4
spotify:track:5aWFlKLE7TWoIpxX9oPAiR,"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)","Ride Or Die, Pt. 2",Sevdaliza;Villano Antillano;Tokischa,2024-04-18,158728,61,true,,2025-06-26T18:40:10Z,"neoperreo,dembow",Twisted Elegance,0.767,0.72,5,-6.577,0,0.0659,0.0877,0.00105,0.0985,0.552,139.995,4
spotify:track:3XAUmK0uUZKIWET53ty42t,SKHNT,SKHNT,ZIAD ZAZA;Ismail Nosrat,2024-01-12,186046,51,false,,2025-06-23T13:36:33Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.583,0.659,9,-6.544,0,0.333,0.854,0.000168,0.0943,0.695,172.07,4
spotify:track:5WC4tkKhoZiYAoIkRjTZ0c,Denamet,Denamet,Molotof;Marwan Pablo,2023-09-13,208963,42,false,,2025-06-23T11:57:14Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Molowave,0.682,0.557,7,-11.821,1,0.0337,0.0278,0.497,0.117,0.0832,140.123,4
spotify:track:4b7qNWeErtYL9fhdYb4Lhw,Yalahwy!,Yalahwy!,Karim Enzo,2022-07-30,205714,10,false,,2025-06-12T05:16:53Z,"egyptian hip hop,arabic hip hop,egyptian pop",The Basement Records,0.849,0.552,5,-9.208,0,0.263,0.246,0.00000546,0.287,0.554,104.996,4
spotify:track:05z8Dj4bvVvFPgFzO09zb0,انا لبسي اوفر سايز,انا لبسي اوفر سايز,Eslam Kabonga;Figo El Dakhlawy,2025-02-27,244427,54,false,,2025-06-10T21:56:48Z,"mahraganat,dub,egyptian pop",Islam Kabonga,0.846,0.87,2,-0.719,1,0.0448,0.334,0.00000216,0.263,0.65,110.043,4
spotify:track:3ljkIggkwArBWmiCRRHJ01,Kheir Kheir,Hal Mn Mazeed? (Disc 1),Karim Enzo,2025-01-22,166887,8,false,,2025-06-05T20:09:27Z,"egyptian hip hop,arabic hip hop,egyptian pop",The Basement Records,0.565,0.652,0,-11.253,0,0.0624,0.0888,0.000504,0.634,0.317,151.036,4
spotify:track:7BG45ANePoIFo6C9AOgYzP,El Youm Elly 3ereftek Feeh,Hal Mn Mazeed? (Disc 1),Karim Enzo,2025-01-22,172800,10,false,,2025-06-05T20:06:15Z,"egyptian hip hop,arabic hip hop,egyptian pop",The Basement Records,0.606,0.603,8,-11.781,0,0.0684,0.421,0.154,0.415,0.876,149.95,4
spotify:track:789ttAbbfQzgEmOiAMU1yz,"Nocturne No. 20 In C Sharp Minor, Op. Posth. (Arr. G. Piatigorsky): Nocturne No. 20 In C Sharp Minor, Op. Post., Bi 49","CHOPIN: Cello Sonata / Polonaise Brillante, Op. 3 / Grand Duo",Gregor Piatigorsky;Maria Kliegel;Bernd Glemser;Frédéric Chopin,1996-06-03,229040,17,false,,2025-06-04T20:20:39Z,"chamber music,concerto,classical,classical piano",Naxos,0.182,0.0609,1,-25.687,0,0.0488,0.972,0.935,0.0543,0.0585,79.539,4
spotify:track:5pm3DYBXScJG26fR6FYWaU,Ekhlas (F1),Hal Mn Mazeed? (Disc 1),Karim Enzo;Rafiek,2025-01-22,295553,12,false,,2025-06-04T12:21:58Z,"egyptian hip hop,arabic hip hop,egyptian pop",The Basement Records,0.533,0.661,1,-11.383,0,0.125,0.163,0.00000315,0.425,0.47,146.064,4
spotify:track:1mvI5pGoh84IiFSbWxEkGH,CLOUDS,CLOUDS (THE MIXTAPE),NF,2021-03-26,243760,66,false,,2025-06-03T08:43:54Z,christian hip hop,NF Real Music,0.788,0.652,1,-3.931,1,0.405,0.373,0,0.755,0.812,128.108,4
spotify:track:07AAFWFkG1fnWcTfxRiqgT,El Atr - Extended Version,El Atr (Extended Version),Rafiek;Karim Enzo;Yonyo,2023-02-09,190589,17,false,,2025-06-01T14:30:55Z,"egyptian hip hop,arabic hip hop,egyptian pop",Abdu Gaded Records,0.708,0.572,7,-10.563,1,0.112,0.0411,0,0.144,0.375,136.02,4
spotify:track:4iG3UdoSQKyx1E3Mm6nSwU,Parle plus bas,Forever Dalida,Dalida,2004-02-16,178666,37,false,,2025-05-30T16:17:17Z,"variété française,chanson",Universal Music Division Barclay,0.274,0.5,2,-5.444,0,0.0294,0.78,0.00012,0.102,0.433,75.064,4
spotify:track:5DUnZGRKPY49qucVVlVZqh,Parle plus bas,40 succès en or,Dalida,1997-01-01,201200,34,false,,2025-05-30T16:12:24Z,"variété française,chanson",Universal Music Division Barclay,0.331,0.404,2,-6.72,0,0.0319,0.772,0.00000131,0.427,0.456,76.775,4
spotify:track:0bfvHnWWOeU1U5XeKyVLbW,Can't Take My Eyes off You,Solo,Frankie Valli,1967,203680,85,false,,2025-05-30T15:17:49Z,doo-wop,Rhino,0.581,0.78,4,-7.053,1,0.0567,0.508,0.0000107,0.0799,0.561,123.711,4
spotify:track:59eTbibtvvBIGj27eN3zqq,Le Cygne,Saint-Saëns & Tchaikovsky,Camille Saint-Saëns;Stéphane Tétreault;Fabien Gabel;Orchestre Symphonique De Québec,2012-09-25,214986,61,false,,2025-05-24T11:55:32Z,"classical,concerto,opera,orchestral",ANALEKTA,0.116,0.059,7,-26.632,1,0.0446,0.983,0.913,0.152,0.0393,94.137,4
spotify:track:2H7VbIlKJefU5BTsHhYxuO,You Always Hurt The One You Love - 1958 version,Great Hits,The Mills Brothers,1958-01-01,193440,55,false,,2025-05-23T03:26:29Z,"big band,adult standards,swing music",Geffen,0.516,0.081,7,-18.345,0,0.0602,0.939,0.0000248,0.367,0.352,138.69,4
spotify:track:3y4rNBpnB3cDwNBp7ITTJg,Baskioula فسيكولا,Sahara صحرا,Sahara Band,2023-09-22,427080,0,false,,2025-05-20T07:11:58Z,,DJ Recording,0.605,0.941,9,-7.371,1,0.0707,0.00596,0.897,0.236,0.706,107.997,4
spotify:track:58cH6j3XOvsRQSME8o0HBp,MARO MASHAKEL,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,173866,38,false,,2025-05-20T01:19:10Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.724,0.537,8,-11.12,0,0.152,0.459,0.0118,0.141,0.802,145.021,4
spotify:track:30COeIn1dQn7VgHYxgrU9Q,3ALA FEN?,الرجل الذي فقد قلبه,Marwan Moussa;Karim Osama,2025-05-05,181533,49,false,,2025-05-20T01:19:09Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.835,0.446,4,-9.083,0,0.0397,0.182,0.0000308,0.0912,0.328,119.992,4
spotify:track:6oaqiRQC3qZ1dDM8uQLDCD,SHAWAAF,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,168066,37,false,,2025-05-20T01:19:04Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.811,0.509,2,-10.369,1,0.136,0.651,0.0194,0.109,0.609,119.963,4
spotify:track:3kvFynFheCVVecaJLKketl,Nazlet Seman,Awdet El Ebn El Dal,Karim Osama;El Waili,2023-03-07,168005,57,false,,2025-05-20T00:58:00Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Takwene,0.813,0.456,1,-8.388,1,0.0665,0.742,0,0.0872,0.392,110.02,4
spotify:track:2rGdG2KXGEADHHdRlRGm9f,Ymkin Ala Bali,Awdet El Ebn El Dal,Karim Osama;Riff,2023-03-07,170847,11,false,,2025-05-17T19:04:54Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Takwene,0.787,0.494,1,-10.038,0,0.111,0.758,0.000162,0.0862,0.303,117.958,4
spotify:track:52NGJPcLUzQq5w7uv4e5gf,Private Landing (feat. Justin Bieber & Future),Love Sick,Don Toliver;Justin Bieber;Future,2023-02-24,238253,81,true,,2025-05-17T18:56:40Z,"rap,trap",Cactus Jack / Atlantic,0.858,0.641,1,-4.31,0,0.0954,0.111,0.0000212,0.109,0.445,136.991,4
spotify:track:5P6dL7K24WU1tHJLCIQ70P,Fatma,Arabesque,Omar Khairat;The Ayoub Sisters;The Swingles,2022-08-12,223893,15,false,,2025-05-13T15:22:24Z,,The Ayoub Sisters,0.608,0.413,0,-11.757,0,0.0479,0.621,0.31,0.0906,0.419,104.999,4
spotify:track:18vgXrkt2LuZDyT96YjB4B,Adary,Adary,Afroto;Marwan Moussa,2021-01-20,184000,35,false,,2025-05-08T19:56:03Z,"egyptian hip hop,arabic hip hop,mahraganat,egyptian pop",The Basement Records,0.773,0.519,1,-8.516,0,0.12,0.35,0,0.151,0.348,111.92,4
spotify:track:4bt7qu7XbQJeA23eB1JMiS,frozen tears,frozen tears,Anfa Rose;Marwan Moussa,2025-01-31,185409,18,true,,2025-05-08T19:55:20Z,"trap soul,egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",44 Petals,0.568,0.454,8,-10.351,0,0.0664,0.00995,0.00285,0.577,0.158,166.968,4
spotify:track:7siYT41awYbWCqJb63Qgiq,BOSAKBER,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,255000,36,false,,2025-05-08T05:47:34Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.675,0.634,4,-10.143,0,0.0378,0.516,0.00205,0.0997,0.0984,108.044,4
spotify:track:291IQsv9uraExolqtoRczv,Heaven Can Wait - Remastered 1998,This Time I'm Swingin',Dean Martin,1960,149560,57,false,,2025-05-07T18:55:49Z,"christmas,adult standards,big band,swing music",Capitol Records,0.529,0.0786,1,-17.588,1,0.0365,0.893,0.0000143,0.113,0.436,94.292,4
spotify:track:4Zxtrc6mmjV1L7KPuHWqoV,TESH SHABAB,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,145800,38,false,,2025-05-07T08:15:36Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.782,0.466,2,-12.724,0,0.0438,0.848,0.00451,0.161,0.781,110.008,4
spotify:track:2L8fFXFDGLklRD7EN0Ugew,SADA2NY,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,170133,39,false,,2025-05-06T21:49:09Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.409,0.387,5,-15.255,1,0.0564,0.849,0.0809,0.108,0.165,80.789,4
spotify:track:7IqxOQ0Wjb4JcsIoY5I1hF,KALEMENY BELEL,الرجل الذي فقد قلبه,Marwan Moussa;Lege-Cy,2025-05-05,159533,62,false,,2025-05-06T21:04:16Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.682,0.348,9,-9.286,0,0.368,0.828,0.00623,0.19,0.786,199.08,4
spotify:track:6cDytuMZ5Z4iMEhK65HiHL,"Nocturne No. 2 in C Minor, H. 25","Field: Piano Music, Vol. 1",John Field;Benjamin Frith,1999-08-23,223066,1,false,,2025-05-05T20:00:42Z,"classical piano,classical",Naxos,0.351,0.00622,0,-33.286,0,0.0388,0.994,0.943,0.115,0.0794,66.921,4
spotify:track:69KF73mPJG37guyLv98KuM,FAWATER EL 3ETAB,FAWATER EL 3ETAB,Marwan Moussa,2025-04-27,217000,39,false,,2025-05-04T17:33:50Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.659,0.422,10,-13.571,0,0.125,0.909,0.000661,0.215,0.677,109.905,4
spotify:track:2BHXbQ7y9Af4XT6HSho8CB,Collage,SULTAN,Shabjdeed;Al Nather,2024-02-29,129692,26,false,,2025-05-01T21:40:17Z,"arabic hip hop,egyptian hip hop",BLTNM Records LTD,0.441,0.438,3,-13.363,1,0.0856,0.777,0.000265,0.178,0.562,97.633,4
spotify:track:5FJXK0vbQc8jebPYx0HIEq,Drogba,Florida,Marwan Moussa,2021-01-01,233000,0,false,,2025-04-30T22:36:10Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.643,0.37,5,-13.397,0,0.416,0.226,0.000106,0.0989,0.554,153.023,4
spotify:track:6qBEVHOHFVE425OBeOluXN,Hada el 7aki 3eh,"Jdeed, Vol. 3",Al Nather;Shabjdeed;The Synaptik,2019-01-15,312032,44,true,,2025-04-30T22:14:20Z,"arabic hip hop,egyptian hip hop",BLTNM,0.713,0.385,5,-15.307,1,0.0752,0.437,0.0000239,0.114,0.288,143.966,4
spotify:track:2qwWOBqqHXh8TfpOb5SOmT,شهر اتناشر,شهر اتناشر,Marwan Moussa,2019-07-21,216868,42,true,,2025-04-30T22:07:07Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Blue Check Entertainment,0.457,0.462,1,-11.569,0,0.455,0.298,0.00892,0.3,0.294,180.047,3
spotify:track:1z2U6OkeHac4JCLFG5AwuI,FAHMAN DONYA,FAHMAN DONYA,Marwan Moussa,2025-04-27,238400,29,false,,2025-04-30T16:59:00Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.698,0.488,7,-12.61,0,0.139,0.826,0.0376,0.186,0.782,161.006,4
spotify:track:6tl8bNghUgqnBvdXQS16l0,Forsa,Forsa,Double Zuksh;Marwan Moussa;Eldab3,2020-09-03,205008,43,false,,2025-04-28T00:40:39Z,"mahraganat,egyptian hip hop,arabic hip hop,egyptian pop,egyptian shaabi",The Basement Records,0.834,0.686,5,-5.03,0,0.0482,0.48,0.0000097,0.112,0.601,105.01,4
spotify:track:1JgbWmgC9uDYHmedb91Tzd,Abo Galum,3awdet Eldab3,Eldab3,2023-05-05,133676,47,false,,2025-04-28T00:17:53Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.803,0.437,6,-6.51,0,0.108,0.434,0.0484,0.117,0.419,102.017,4
spotify:track:3OFejsaM3NDkclJg3rjWI2,البوصلة ضاعت,البوصلة ضاعت,Marwan Moussa,2019-08-23,209993,61,false,,2025-04-27T23:59:37Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Blue Check Entertainment,0.753,0.504,7,-10.196,0,0.132,0.666,0.0000188,0.121,0.299,107.064,4
spotify:track:13bOmUNMnr4kkg5O1q2x60,BONO,EN7RAF,Marwan Pablo,2025-04-03,113142,0,false,,2025-04-27T23:59:26Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.681,0.665,1,-6.482,0,0.0355,0.0195,0.000156,0.0828,0.156,140.067,4
spotify:track:7jVCIKobYvI5HZRWYcCM9L,Bella,Florida,Marwan Moussa,2021-01-01,232941,0,false,,2025-04-27T19:45:15Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.903,0.328,0,-12.182,1,0.2,0.0758,0.0000794,0.0857,0.582,101.977,4
spotify:track:29fYpnoF6jdnmyUmYqljmB,BALLON DOR,BALLON DOR,Marwan Moussa,2021-03-10,190211,0,false,,2025-04-27T19:45:10Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.882,0.445,6,-6.694,0,0.0729,0.22,0,0.0881,0.602,149.046,4
spotify:track:3sHG3Wv2MqYFRZhUdnIXCO,Beluga,Beluga,Marwan Moussa;Afroto;Karim Enzo,2021-06-08,217000,0,false,,2025-04-27T19:45:08Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.754,0.423,4,-7.685,0,0.176,0.201,0,0.0795,0.33,147.119,4
spotify:track:428jaX27ZFdS1kvDu56YXX,BIG MAFIA,BIG MAFIA,Marwan Moussa,2021-12-29,208557,0,false,,2025-04-27T19:45:04Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.969,0.487,9,-5.976,0,0.125,0.336,0,0.0962,0.459,121.96,4
spotify:track:0B4dVqagONgYQ4L7Gme6rN,Beeny we Beenek,Beeny we Beenek,Marwan Moussa,2022-02-15,160000,38,false,,2025-04-27T19:45:00Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.658,0.223,5,-15.577,0,0.0346,0.593,0,0.117,0.127,99.013,4
spotify:track:615yIBsABjpxbMLVXqYQgt,Adriana Lima,Adriana Lima,Marwan Moussa,2022-03-23,181392,38,false,,2025-04-27T19:44:51Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.7,0.505,11,-10.302,0,0.111,0.268,0,0.267,0.36,89.981,4
spotify:track:2PCSAQsUfYMnmWZ4Tmkqme,بانوراما,عقد احتراف,Marwan Moussa;Karim Enzo;Yonyo,2022-06-17,345435,31,false,,2025-04-27T19:44:49Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.529,0.642,8,-8.608,1,0.197,0.311,0.00000212,0.144,0.668,149.97,4
spotify:track:2E2ZmCeuHrHOECN01QhN0A,بطل عالم,عقد احتراف,Marwan Moussa,2022-06-17,183783,51,false,,2025-04-27T19:44:47Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.879,0.505,10,-6.658,1,0.0636,0.193,0.000134,0.0894,0.71,110.991,4
spotify:track:6AWF8puOSMgTbxnd8mtuTG,VOLT 3ALY,IMPORT//EXPORT,Marwan Moussa,2023-09-03,208000,0,false,,2025-04-27T19:44:27Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.734,0.656,6,-7.179,0,0.0391,0.102,0,0.118,0.241,115.989,4
spotify:track:15lgnDg0wa4gXWpts60aOF,7OB KHENA2,IMPORT//EXPORT,Marwan Moussa,2023-09-03,224874,0,false,,2025-04-27T19:44:24Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.807,0.526,6,-8.941,0,0.122,0.0747,0.0000486,0.0665,0.65,141.051,4
