Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:4kZynjV6Z9L4C8UX1NC45J,DAWALEEB,MA3KOOS,HADY MOAMER;Marwan Pablo,2024-10-17,161509,45,false,,2025-10-10T21:18:45Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Leqleem,0.68,0.744,1,-9.601,0,0.159,0.0616,0.000016,0.202,0.761,156.014,4
spotify:track:3vVcm3qgO0TsLZvfCZ3ucE,KARRETA SARREFA,KARRETA SARREFA,ZIAD ZAZA,2022-05-01,130078,38,false,,2025-10-10T11:58:58Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.504,0.649,7,-9.358,0,0.334,0.414,0.000104,0.145,0.727,100.231,3
spotify:track:39Eoludzivfi8yPaM3BciJ,BENT LAZINA,El Rayes,ZIAD ZAZA,2022-11-18,170476,30,false,,2025-10-10T11:58:52Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.691,0.487,10,-10.909,0,0.0874,0.185,0.0000247,0.186,0.223,125.83,4
spotify:track:6ifVRaoFyyup4ytCDAJ0qd,5 BS B ELHOB,El Rayes,ZIAD ZAZA;5mstashr,2022-11-18,141750,39,false,,2025-10-10T11:58:50Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.56,0.704,0,-7.645,1,0.266,0.496,0.0053,0.539,0.432,139.93,4
spotify:track:4RDT30Zpno9bEWSkIHAxwU,DAYRA,El Rayes,ZIAD ZAZA;5mstashr,2022-11-18,131999,43,false,,2025-10-10T11:58:49Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.631,0.658,6,-7.625,1,0.178,0.177,0,0.152,0.51,139.74,4
spotify:track:6daLhyFqw7YINE6AmWtESU,ZAZA,El Rayes,ZIAD ZAZA,2022-11-18,150437,38,false,,2025-10-10T11:58:48Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.577,0.711,0,-4.174,0,0.472,0.514,0,0.248,0.771,90.693,5
spotify:track:73jhH0HcEGBJkkktyvaYoZ,DEALERAT MOKHDRAT,El Rayes,ZIAD ZAZA;5mstashr,2022-11-18,179845,21,false,,2025-10-10T11:58:47Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.686,0.564,3,-7.129,0,0.293,0.459,0.00181,0.118,0.35,140.062,4
spotify:track:1fgU43Ln9aByhg4kZpTJnX,BASHA,BASHA,ZIAD ZAZA,2023-02-24,153802,30,false,,2025-10-10T11:58:12Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.587,0.656,9,-8.237,1,0.408,0.34,0,0.126,0.794,142.276,4
spotify:track:1mIR4JZJqvkcWdbkpeji44,ENT BTRSHD,525,ZIAD ZAZA;Omar Keif,2024-05-25,196258,42,false,,2025-10-10T11:57:14Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.504,0.641,2,-8.482,1,0.117,0.285,0.00739,0.163,0.168,75.855,4
spotify:track:6I1Nu4OyIr7xnja8tAOBGf,PAGHIIIIIIIIIIZ,PAGHIIIIIIIIIIZ,ZIAD ZAZA,2024-04-09,142585,29,false,,2025-10-10T11:54:44Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.735,0.499,9,-8.641,0,0.0452,0.027,0.000911,0.188,0.195,135.949,4
spotify:track:4V7ciLn5HTUiAlUs5SAOYb,,,,0,0,0,false,,2025-10-10T11:54:14Z,,,0.6,0.866,9,-7.208,1,0.296,0.0218,0.000466,0.875,0.658,142.005,4
spotify:track:5uu1zOBYu3aKOHHfONoUe1,أهلاوي و ابن أهلاوي (الاهلي x ريميولا),أهلاوي و ابن أهلاوي (الاهلي x ريميولا),Shell Egypt;ZIAD ZAZA;Tarek El Sheikh;Ismail Nosrat,2025-10-05,114311,17,true,,2025-10-10T11:50:40Z,"mahraganat,egyptian hip hop,arabic hip hop,egyptian pop,egyptian shaabi",Beatroot Records,0.783,0.78,6,-5.609,0,0.0533,0.357,0,0.114,0.61,115.067,4
spotify:track:7dlcdKBhZfmK7GrMRIQJid,WALA MEEN,WALA MEEN,ZIAD ZAZA;Ismail Nosrat;Lege-Cy,2025-07-02,192972,68,false,,2025-10-10T11:48:41Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.69,0.942,2,-3.328,0,0.0572,0.148,0.0000124,0.0614,0.51,110.97,4
spotify:track:2So4UdTcMQe2ap2VpC43eD,Meen Ysadak,Meen Ysadak,nour;Eldab3,2024-11-16,186666,64,false,,2025-10-08T20:20:15Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.406,0.342,1,-12.545,1,0.0523,0.161,0.746,0.122,0.0362,179.897,4
spotify:track:26PEUn97ChQKSJU2USedP5,YA MAGNON,El Rayes,ZIAD ZAZA,2022-11-18,137622,24,false,,2025-10-08T19:57:14Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.604,0.756,2,-5.109,1,0.32,0.712,0,0.691,0.75,102.727,1
spotify:track:4llSXlOfqesFjhnLazIpxd,ANA ESMY ZIAD ZAZA,ANA ESMY ZIAD ZAZA,ZIAD ZAZA;Omar Keif,2025-08-31,133641,53,true,,2025-10-08T19:57:00Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.839,0.679,4,-4.15,0,0.295,0.0999,0,0.0888,0.714,131.963,4
spotify:track:1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,MUDBOY,Sheck Wes,2018-10-05,183906,77,true,,2025-10-04T10:42:29Z,,Cactus Jack Records/ G.O.O.D. Music/ Interscope Records,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,4
spotify:track:5oTSEy027Owirj7BDTZ1lt,EGYPTIAN KING,EGYPTIAN KING,One ZizO,2025-06-02,213333,20,false,,2025-09-30T08:15:26Z,"egyptian hip hop,arabic hip hop",One Zizo,0.521,0.613,2,-8.678,1,0.295,0.359,0,0.197,0.625,85.439,4
spotify:track:1i8W0LhRASKjEm3zh9bALi,Nesr El Arab,Nesr El Arab,One ZizO,2024-04-09,240000,25,false,,2025-09-30T08:12:54Z,"egyptian hip hop,arabic hip hop",One Zizo,0.737,0.503,10,-7.897,0,0.355,0.42,0.00000256,0.115,0.46,86.68,4
spotify:track:36mpzLKAc52NvxFucRwEXV,نسينا ومحلفناش,نسينا ومحلفناش,ZIAD ZAZA,2024-02-13,140548,50,false,,2025-09-29T20:30:17Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Global,0.724,0.499,5,-13.22,0,0.11,0.607,0.000146,0.143,0.368,110.155,4
spotify:track:0o9g90ucYD4Quisfnm9uyE,mafhashmafhash,MATADOR,Marwan Moussa,2025-08-28,141250,45,false,,2025-09-29T00:32:40Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.84,0.531,2,-7.956,1,0.0585,0.823,0.287,0.159,0.778,120.073,4
spotify:track:4NeZ7w5jZezntwgohYqIvi,"Comptine d'un autre été: l'Après-midi (from ""Amélie"")",4 Soundtracks,Jacob's Piano,2017-04-10,146000,46,false,,2025-09-28T23:48:23Z,,Jacob's Piano,0.479,0.0764,7,-23.448,1,0.0325,0.988,0.918,0.0789,0.118,98.178,4
spotify:track:3Vji5BYcceyvEOBNCHsVrx,"The 4 Seasons: Violin Concerto in F minor, Op. 8, No. 4, RV 297, ""L'inverno"" (Winter): I. Allegro non molto","Vivaldi, A.: The 4 Seasons / Sinfonias, Rv 112, 132, 149 and 169",Karoly Botvay,1996-01-01,209106,39,false,,2025-09-23T20:13:00Z,"classical,baroque",Capriccio,0.445,0.101,5,-25.103,0,0.0555,0.814,0.576,0.0817,0.339,150.515,4
spotify:track:1DfGPEHxTYeaJpiNA4xUb5,Für Elise,Classical Best Of,Ludwig van Beethoven,2009-03-01,173000,61,false,,2025-09-23T20:04:10Z,"classical,classical piano,chamber music,concerto",Big Eye Music,0.25,0.0163,9,-36.423,0,0.0442,0.995,0.899,0.0767,0.306,144.193,3
spotify:track:3RiPr603aXAoi4GHyXx0uy,Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,87,false,,2025-09-23T16:20:18Z,,Parlophone UK,0.491,0.693,0,-6.487,0,0.0377,0.211,0.00000692,0.325,0.412,90.027,4
spotify:track:7Lv78wiIJcKgND9Zi7AIOt,Fall Into Me,Fall Into Me,Forest Blakk,2021-09-24,226066,60,false,,2025-09-22T21:35:05Z,spoken word,Atlantic Records,0.45,0.483,2,-6.754,1,0.0572,0.179,0,0.127,0.206,118.305,4
spotify:track:50PVimLiwcadbuJjWM2Qql,Abdo Mota,ايه يا اخواتي يا كبار,Mahib Sleat;FAHMY,2025-08-07,134522,6,true,,2025-09-21T00:06:14Z,"egyptian hip hop,arabic hip hop,mahraganat,egyptian pop",Mahib Sleat,0.68,0.756,1,-5.477,1,0.063,0.000724,0.00013,0.327,0.164,156.899,4
spotify:track:5msTV0CyhgjT6YcXOW1RWr,Request Refused,East Memphis Maniac,Xavier Wulf,2018-07-26,150943,55,true,,2025-09-18T15:31:41Z,"cloud rap,underground hip hop,emo rap",The Hollow Squad,0.946,0.88,8,-7.044,0,0.302,0.0706,0,0.0705,0.917,135.014,4
spotify:track:3Ydwbd3REFlpWIEhCNI6fC,Simply Falling,Say Yes,Iyeoka,2010-11-09,238720,65,false,,2025-09-14T23:10:17Z,,Underground Sun,0.779,0.491,11,-7.351,0,0.036,0.276,0.000337,0.0995,0.542,111.995,4
spotify:track:5lYLBAH2uSvERWy8GAcBJz,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) - Slowed + Reverb,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy) [Slowed + Reverb],Amaarae;Kali Uchis;MOLIY;xxtristanxo,2021-09-16,138646,65,true,,2025-09-13T17:30:29Z,"alté,afrobeats,afro r&b",0207 Def Jam,0.774,0.579,10,-6.2,0,0.0699,0.343,0,0.131,0.418,92.399,4
spotify:track:1otG6j1WHNvl9WgXLWkHTo,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Isolation,"Kali Uchis;Tyler, The Creator;Bootsy Collins",2018-04-06,207454,83,false,,2025-09-13T17:17:30Z,funk,EMI,0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,4
spotify:track:2i2gDpKKWjvnRTOZRhaPh2,Moonlight,Moonlight,Kali Uchis,2023-02-24,187557,78,false,,2025-09-13T17:17:19Z,,Geffen Records,0.64,0.719,7,-6.452,0,0.0516,0.477,0,0.16,0.889,136.79,4
spotify:track:2TBizp5gIGryZB9yLQyNba,nights like this - slowed,nights like this (slowed),fedo DJ;ciaffa,2025-09-02,101894,42,false,,2025-09-13T15:27:24Z,,Caelure Records,0.533,0.369,3,-10.912,1,0.0355,0.113,0.551,0.111,0.039,118.206,4
spotify:track:5KfeDDugKa2tHKeYF9Ydfs,Illusion,Illusion,Gakuen,2024-02-09,142428,0,false,,2025-09-13T15:02:50Z,,Gakuen,0.545,0.562,10,-16.907,0,0.0449,0.488,0.92,0.104,0.375,114.947,4
spotify:track:5vMTfupz6z7wlNiz0xVb4j,"It's A Man's, Man's, Man's World - Single Version / Mono",The 50th Anniversary Collection,James Brown,2003-01-01,166693,62,false,,2025-09-13T13:05:53Z,"funk,soul,motown,classic soul",Universal Records,0.629,0.429,3,-6.912,0,0.0364,0.79,0.000395,0.0701,0.567,81.675,3
spotify:track:14DGhLzPgz7XcN49AoNdP5,7OB BAS EH,MAGNÜN,Lella Fadda,2025-01-24,175244,38,false,,2025-09-12T18:06:40Z,"egyptian hip hop,arabic hip hop,egyptian pop",Abu Recordings,0.663,0.517,1,-13.265,0,0.168,0.109,0.00000167,0.122,0.671,119.993,4
spotify:track:7nzYUrcECvxWc5Anx0WNiU,BOS EZAY,IMPORT//EXPORT,Marwan Moussa,2023-09-03,210541,31,false,,2025-09-09T21:42:59Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.787,0.597,1,-8.192,1,0.0729,0.189,0.002,0.132,0.387,162.974,4
spotify:track:3CeshPx1p0joxDwUfOesg6,نفس الكلام اللي بغنيه,كوكتيل غنائي للفنان تووليت حصرياً لحبايب قلبي,TUL8TE,2024-07-25,201080,52,false,,2025-09-09T21:42:55Z,"egyptian hip hop,egyptian pop,arabic hip hop",MDLBEAST Records,0.497,0.475,9,-9.914,0,0.0386,0.609,0.04,0.141,0.373,131.927,5
spotify:track:4820SC1xnUaabzzYQTDkP2,Gnossienne: No. 1,Satie: Avant-dernières pensées (Bonus Track Version),Erik Satie;Alexandre Tharaud,2009-01-20,214133,63,false,,2025-09-09T00:12:34Z,"impressionism,classical,classical piano",harmonia mundi,0.424,0.00798,5,-28.345,0,0.0496,0.996,0.925,0.0983,0.0794,124.166,3
spotify:track:4JXDaZ07TcDLGe0ZxZLike,Diner avec bisous,Diner avec bisous,Franz Gordon,2025-08-04,210579,8,false,,2025-09-08T20:50:30Z,,Epidemic Sound,0.427,0.0687,3,-19.007,0,0.0467,0.982,0.895,0.124,0.119,94.292,3
spotify:track:3dkSi0JgrpPbQJuc64pI8V,Paradise,Swings,Ryan Caraveo,2014-12-12,234158,0,true,,2025-09-08T14:58:12Z,,"Ryan Caraveo, LLC",0.719,0.636,8,-8.144,0,0.0995,0.33,0.00000315,0.585,0.205,124.767,4
spotify:track:6FZDfxM3a3UCqtzo5pxSLZ,Without Me,Manic,Halsey,2020-01-17,201660,87,true,,2025-09-07T02:39:05Z,,Capitol Records,0.752,0.488,6,-7.05,1,0.0705,0.293,0.0000092,0.0936,0.533,136.07,4
spotify:track:7znAjItIP7xKKhyFzF5W1B,Big Jet Plane,Down The Way,Angus & Julia Stone,2010-03-12,239146,48,false,,2025-09-07T02:34:48Z,,TAP Records,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.274,109.959,4
spotify:track:6YYv6hemXnF3GCYtMv8Gkh,Airy-Fairy Heart,Slow Day,Franz Gordon,2020-07-09,209464,59,false,,2025-09-03T11:56:27Z,,Epidemic Sound,0.392,0.0385,7,-21.172,1,0.0501,0.975,0.921,0.0848,0.217,121.901,3
spotify:track:5mrxUVYEyowgATPU35aZay,The French Library,The French Library,Franz Gordon,2020-10-30,179702,64,false,,2025-09-03T08:53:17Z,,Epidemic Sound,0.43,0.0282,3,-25.228,1,0.0451,0.994,0.96,0.11,0.0396,65.34,4
spotify:track:4OSBTYWVwsQhGLF9NHvIbR,Rolling in the Deep,21,Adele,2011-01-24,228093,83,false,,2025-09-03T08:50:17Z,soft pop,XL Recordings,0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,4
spotify:track:6IZvVAP7VPPnsGX6bvgkqg,PRIDE.,DAMN.,Kendrick Lamar,2017-04-14,275253,82,true,,2025-09-03T08:42:54Z,"hip hop,west coast hip hop",Aftermath,0.665,0.535,4,-7.056,0,0.0572,0.0786,0.0000168,0.154,0.37,138.842,4
spotify:track:6cC7ImB5zOGkZkn7Fsb9pc,KALAM MANTEQY,IMPORT//EXPORT,Marwan Moussa,2023-09-03,229598,30,false,,2025-09-01T22:56:11Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",The Basement Records,0.628,0.655,0,-5.148,0,0.119,0.369,0.0000107,0.0922,0.297,83.849,4
spotify:track:4WuOWVnAqvEQxgSRrspBgt,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],HEROES & VILLAINS,Metro Boomin;Travis Scott;21 Savage,2022-12-02,207306,75,true,,2025-09-01T08:48:07Z,rap,Republic Records,0.667,0.648,2,-5.117,1,0.284,0.175,0.000155,0.147,0.254,87.975,4
spotify:track:0HFWS5C6ThNeuOr10Xz21U,Polka Dots and Moonbeams,The Essential Frank Sinatra with the Tommy Dorsey Orchestra (with Frank Sinatra),Tommy Dorsey;Frank Sinatra,2005-09-19,199733,52,false,,2025-09-01T08:33:13Z,"big band,swing music,adult standards,christmas,jazz,vocal jazz",Bluebird/Legacy,0.456,0.0329,2,-23.702,1,0.0532,0.956,0.0000785,0.152,0.342,82.938,4
spotify:track:1AM8QdDFZMq6SrrqUnuQ9P,Feeling Good,It's Time,Michael Bublé,2005-02-08,237333,74,false,,2025-08-31T11:30:22Z,christmas,143/Reprise,0.535,0.548,1,-6.51,1,0.037,0.533,0.00000148,0.123,0.477,115.144,3
spotify:track:1PDP7mLiAMwhfmgIwzhOm2,Yebba’s Heartbreak,Certified Lover Boy,Drake;Yebba,2021-09-03,133762,81,true,,2025-08-30T13:42:56Z,rap,OVO,0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,4
spotify:track:2tsKzaCFIjssEjFW9ViG1T,Come Home - Sped Up,Come Home - Sped Up,Jace June,2025-03-29,140666,61,false,,2025-08-29T23:30:48Z,,Jace June,0.498,0.418,5,-7.388,0,0.0785,0.293,0,0.72,0.25,111.55,5
spotify:track:4Hs0dbbWphP4ILaGaV9dYb,Come Home,Come Home,Jace June,2025-03-26,168001,70,false,,2025-08-29T15:29:00Z,,Jace June,0.384,0.377,2,-8.12,0,0.0563,0.165,0,0.917,0.267,81.259,4
spotify:track:6fjsZaiHZmhMFINX6MEX7B,Moonlight in Vermont,Jazz Noir - The Ernestine Anderson Experience,Ernestine Anderson,2023-12-01,158372,17,false,,2025-08-28T08:24:27Z,"vocal jazz,jazz ballads,jazz",Agnes V,0.332,0.0158,10,-25.241,0,0.0398,0.958,0,0.14,0.163,140.429,5
spotify:track:5496lks6V3fh1mZAB6IAap,Alibi (with Pabllo Vittar & Yseult),Alibi (with Pabllo Vittar & Yseult),Sevdaliza;Pabllo Vittar;Yseult,2024-06-28,161655,76,false,,2025-08-27T18:24:24Z,"brazilian pop,funk pop,tecnobrega,french r&b",Twisted Elegance,0.741,0.754,11,-5.412,0,0.0327,0.00526,0.00000821,0.125,0.717,126.98,4
spotify:track:54DTLQMjyF60TY8b4jkKRa,One Note Samba (Samba de Uma Nota So),Sinatra/Jobim: The Complete Reprise Recordings,Antônio Carlos Jobim;Frank Sinatra,1967-03,140986,54,false,,2025-08-27T09:19:49Z,"bossa nova,brazilian jazz,mpb,latin jazz,christmas,big band,adult standards,swing music,jazz,vocal jazz",FRANK SINATRA DIGITAL REPRISE,0.601,0.418,7,-10.542,1,0.0622,0.801,0.0000436,0.117,0.701,139.203,3
spotify:track:0fv2KH6hac06J86hBUTcSf,NEW MAGIC WAND,IGOR,"Tyler, The Creator",2019-05-17,195327,79,true,,2025-08-24T20:33:20Z,,Columbia,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,4
spotify:track:0X7kgLsQhetqL2UpuhJX4c,3AMEL EH?,الرجل الذي فقد قلبه,Marwan Moussa,2025-05-05,185400,39,false,,2025-08-21T14:41:05Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Universal Arabic Music,0.694,0.588,4,-6.612,0,0.369,0.69,0.0000795,0.151,0.598,100.009,4
spotify:track:1pacwLXyRO47ka0v6LTIiY,Raindrops (Insane) [with Travis Scott],HEROES & VILLAINS,Metro Boomin;Travis Scott,2022-12-02,188586,73,true,,2025-08-19T18:59:32Z,rap,Republic Records,0.804,0.539,7,-5.949,0,0.0391,0.0972,0,0.347,0.12,111.975,4
spotify:track:2FLBlTxXDjFn1TKauk2lcO,DOWN 4 ME,TRANSITIONS EP,Naïka,2022-09-30,147656,47,false,,2025-08-19T18:58:37Z,"kompa,zouk",Naïka Music,0.812,0.534,0,-7.69,1,0.102,0.254,0.00000159,0.0922,0.538,96.034,4
spotify:track:1BbQIyPnuhVIlJEqPcY3Ug,"Six Pieces, Op. 51, TH 143: VI. Valse sentimentale. Tempo di Valse",None but the Lonely Heart,Pyotr Ilyich Tchaikovsky;Daniel Lozakovich;Stanislav Soloviev,2019-10-18,141706,62,false,,2025-08-19T18:57:43Z,"ballet,classical,concerto,orchestral",Deutsche Grammophon (DG),0.252,0.0578,1,-26.184,1,0.0518,0.953,0.0163,0.0721,0.0391,108.013,4
spotify:track:6aC3a6uYGxo2uTAmYPUI1d,Heavy stunts (with Don Toliver),King tonka,Yeat;Don Toliver,2024-05-03,205296,60,true,,2025-08-19T18:57:23Z,rage rap,Field Trip Recordings/Capitol Records,0.803,0.431,10,-8.634,0,0.0617,0.00388,0.0000901,0.101,0.141,145.037,4
spotify:track:4gaVCRGjBfKejYoPPRbIss,Till There Was You,Something Nice (Remastered Edition),Etta Jones,1961-03-30,127590,45,false,,2025-08-19T18:56:38Z,"vocal jazz,jazz",Little Starlight Records,0.541,0.0916,7,-14.048,1,0.0376,0.952,0.0000751,0.155,0.216,67.457,4
spotify:track:5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,AM,Arctic Monkeys,2013-09-09,183956,94,false,,2025-08-19T18:55:14Z,"indie,garage rock",Domino Recording Co,0.464,0.417,0,-9.345,0,0.0256,0.136,0.022,0.0974,0.479,67.528,4
spotify:track:40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),Certified Lover Boy,Drake;Travis Scott,2021-09-03,291175,83,true,,2025-08-16T23:10:05Z,rap,OVO,0.666,0.465,1,-8.545,1,0.26,0.0503,0,0.215,0.292,167.937,4
spotify:track:2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,Certified Lover Boy,Drake,2021-09-03,336511,73,true,,2025-08-16T23:06:48Z,rap,OVO,0.423,0.667,6,-7.012,0,0.326,0.758,0,0.246,0.496,86.743,4
spotify:track:4EWCNWgDS8707fNSZ1oaA5,Heartless,808s & Heartbreak,Kanye West,2008-11-24,211000,88,false,,2025-08-16T10:45:46Z,rap,Roc-A-Fella,0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,4
spotify:track:5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,Graduation,Kanye West;Dwele,2007-09-11,237506,91,true,,2025-08-16T10:04:46Z,"rap,neo soul",Roc-A-Fella,0.639,0.628,6,-7.578,0,0.0398,0.0381,0,0.386,0.43,90.482,4
spotify:track:0N4rsbqvb6LvSZfFi9bqeR,summer sunset,summer sunset,ADTurnUp;neiren!,2024-05-24,146560,48,false,,2025-08-15T21:56:55Z,,ADTurnUp & neiren!,0.742,0.344,1,-15.495,0,0.0372,0.245,0.882,0.12,0.273,134.976,4
spotify:track:18PbcGonKcBN61OU7vdPt7,Messi,7 SEAS,June Freedom;Naïka,2023-10-13,186500,58,false,,2025-08-15T16:50:58Z,"afrobeats,kizomba,afrobeat,afro r&b,afropop,kompa,zouk",Flight Club Music Group / EMPIRE,0.521,0.619,10,-5.451,0,0.27,0.569,0.0000829,0.137,0.766,93.541,4
spotify:track:4xrGGkG4Pm57nLusmfzIn6,Unholy,Unholy,Mckay,2025-05-15,165000,40,true,,2025-08-15T16:47:51Z,"afrobeats,afrobeat,afro soul,afro r&b",Herculean.,0.697,0.369,1,-6.333,0,0.0626,0.188,0.000527,0.119,0.368,124.991,5
spotify:track:6Y1szSzgBTj39XorUpxGXV,Black Magic Woman,Black Magic Woman,Ginton;Kaylan Arnold,2024-02-16,218625,63,false,,2025-08-15T16:40:21Z,"afro house,latin house",Woody Trees,0.771,0.752,2,-4.567,0,0.0735,0.00943,0.0000145,0.17,0.703,120.044,4
spotify:track:10U0rbctNl1DWEuCn1ETm6,YSL,Anchor Baby,June Freedom;Elji Beatzkilla,2021-06-18,173714,64,false,,2025-08-15T16:35:17Z,"afrobeats,kizomba,afrobeat,afro r&b,afropop,zouk",Flight Club Music Group,0.796,0.515,2,-7.295,0,0.212,0.115,0.00401,0.348,0.678,104.985,4
spotify:track:2wmp1eEKI2Ai5K0yIAP2gU,RHLFRĖ,PRJKTBLUBEAM,Marwan Pablo;Xander Ghost,2024-08-15,135613,43,false,,2025-08-13T08:21:36Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.633,0.769,8,-7.795,0,0.0711,0.193,0.00352,0.161,0.511,159.965,4
spotify:track:43Dy6IPB12ymQeb2G8ptPO,Lelly Yah (Red Bull Symphonic),Red Bull Symphonic,Marwan Pablo,2025-01-23,187936,41,false,,2025-08-12T22:22:20Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.321,0.831,5,-6.05,0,0.0693,0.0591,0.000214,0.926,0.15,119.723,4
spotify:track:7FR31W0Gpfs7s4fLoBV2Go,BLOOM,BLOOM,Naïka,2025-07-24,167973,42,false,,2025-08-12T10:49:32Z,"kompa,zouk",Naïka Music,0.853,0.556,5,-5.716,0,0.072,0.037,0.0552,0.209,0.471,117.085,4
spotify:track:6gDd7m57FDznq1nSj57gr0,CTRL,CTRL,Marwan Pablo,2021-03-29,185341,55,false,,2025-08-09T07:11:50Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.813,0.472,4,-14.838,0,0.21,0.068,0.00103,0.0952,0.425,136.003,4
spotify:track:1m3TRni5LIuCXtvW9zNFRV,Atary (Red Bull Symphonic),Red Bull Symphonic,Marwan Pablo,2025-01-23,211051,32,false,,2025-08-07T17:29:00Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.449,0.852,4,-7.149,0,0.163,0.233,0.0000321,0.772,0.444,128.71,4
spotify:track:0merm849HwHiuIIAU0Nb9T,DÉJÀ VU,PRJKTBLUBEAM,Marwan Pablo,2024-08-15,159230,49,false,,2025-08-07T16:36:09Z,"egyptian hip hop,arabic hip hop,egyptian pop,mahraganat",Quality Clique,0.62,0.818,11,-7.964,0,0.189,0.42,0.0116,0.396,0.338,157.981,4
spotify:track:6VCIEBOCuOTJJCKj51xfaH,Burn Slow,"Lost in Paradïse, Pt. 2",Naïka,2021-06-25,130744,50,false,,2025-08-06T17:39:41Z,"kompa,zouk",Naïka Music,0.642,0.41,7,-9.031,0,0.152,0.842,0.00202,0.176,0.65,175.977,4
spotify:track:6BekGwEgpddZ2NwZyOv3qK,Guava,Guava,Naïka,2022-08-26,170550,51,false,,2025-08-06T17:39:20Z,"kompa,zouk",Naïka Music,0.888,0.661,7,-3.738,0,0.0867,0.198,0.0000333,0.253,0.611,100.044,4
spotify:track:1eOuxbVvNCKXcSeq2lZ2mW,Layers - Live Acoustic,Layers (Live Acoustic),Naïka,2025-01-24,149952,54,false,,2025-08-06T17:39:01Z,"kompa,zouk",Naïka Music,0.606,0.366,6,-7.803,0,0.248,0.714,0,0.0639,0.832,120.392,3
spotify:track:5FMyXeZ0reYloRTiCkPprT,Which One (feat. Central Cee),Which One,Drake;Central Cee,2025-07-25,169134,77,true,,2025-08-04T10:32:21Z,"rap,uk drill,drill,uk grime",OVO/Republic,0.91,0.498,7,-7.172,0,0.258,0.342,0.000517,0.163,0.501,120.02,4
spotify:track:1yiJHrunZu2fov7OhC7vM9,LAYALINA,TESH SHABAB,TUL8TE,2024-02-22,218833,64,false,,2025-08-02T08:10:41Z,"egyptian hip hop,egyptian pop,arabic hip hop","Vinyl Entertainment, a Division of RaxRecords Music Group",0.669,0.823,0,-4.95,0,0.0297,0.191,0.000607,0.0952,0.75,144.071,4
spotify:track:1Hv1VTm8zeOeybub15mA2R,Smooth Operator - Single Version,The Best of Sade,Sade,1994-10-31,258693,86,false,,2025-08-01T16:20:40Z,,Epic,0.734,0.58,9,-6.619,0,0.0321,0.238,0.0006,0.0298,0.962,119.336,4
